2026-09-18T08:50:46.592784494Z [2026-09-18 08:50:46 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 512, #cached-token: 0, full token usage: 0.00, swa token usage: 0.01, #running-req: 1, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 393.12
2026-09-18T12:01:14.013469058Z [2026-09-18 12:01:14 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6348831, cuda graph: False, input throughput (token/s): 992.75
2026-09-18T12:01:16.281101464Z [2026-09-18 12:01:16 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6344735, cuda graph: False, input throughput (token/s): 1806.95
2026-09-18T12:01:20.166467078Z [2026-09-18 12:01:20 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6340639, cuda graph: False, input throughput (token/s): 1054.00
2026-09-18T12:01:23.512816178Z [2026-09-18 12:01:23 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6336543, cuda graph: False, input throughput (token/s): 1224.09
2026-09-18T12:01:27.280999954Z [2026-09-18 12:01:27 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.21, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6332447, cuda graph: False, input throughput (token/s): 1087.00
2026-09-18T12:01:31.248669341Z [2026-09-18 12:01:31 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6328351, cuda graph: False, input throughput (token/s): 1032.31
2026-09-18T12:01:36.863588614Z [2026-09-18 12:01:36 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6324255, cuda graph: False, input throughput (token/s): 729.62
2026-09-18T12:01:40.659570124Z [2026-09-18 12:01:40 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6320159, cuda graph: False, input throughput (token/s): 1078.77
2026-09-18T12:01:44.133193799Z [2026-09-18 12:01:44 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6316063, cuda graph: False, input throughput (token/s): 1179.39
2026-09-18T12:01:48.266638081Z [2026-09-18 12:01:48 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6311967, cuda graph: False, input throughput (token/s): 991.02
2026-09-18T12:01:51.381668807Z [2026-09-18 12:01:51 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6307871, cuda graph: False, input throughput (token/s): 1314.89
2026-09-18T12:01:54.589382836Z [2026-09-18 12:01:54 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6303775, cuda graph: False, input throughput (token/s): 1276.87
2026-09-18T12:01:59.072949934Z [2026-09-18 12:01:59 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6299679, cuda graph: False, input throughput (token/s): 913.45
2026-09-18T12:02:02.622669133Z [2026-09-18 12:02:02 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 3, #queue-req: 14, #pending-token: 6295583, cuda graph: False, input throughput (token/s): 1153.97
2026-09-18T12:02:04.412880208Z [2026-09-18 12:02:04 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 3, #queue-req: 13, #pending-token: 6291487, cuda graph: False, input throughput (token/s): 2288.20
2026-09-18T12:02:06.776715127Z [2026-09-18 12:02:06 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6287391, cuda graph: False, input throughput (token/s): 1732.46
2026-09-18T12:02:08.544348595Z [2026-09-18 12:02:08 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6283295, cuda graph: False, input throughput (token/s): 2318.13
2026-09-18T12:02:10.188965383Z [2026-09-18 12:02:10 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6279199, cuda graph: False, input throughput (token/s): 2490.56
2026-09-18T12:02:12.111855917Z [2026-09-18 12:02:12 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6275103, cuda graph: False, input throughput (token/s): 2129.42
2026-09-18T12:02:13.694788141Z [2026-09-18 12:02:13 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6271007, cuda graph: False, input throughput (token/s): 2588.47
2026-09-18T12:02:14.993415179Z [2026-09-18 12:02:14 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6266911, cuda graph: False, input throughput (token/s): 3153.08
2026-09-18T12:02:16.238083488Z [2026-09-18 12:02:16 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6262815, cuda graph: False, input throughput (token/s): 3291.36
2026-09-18T12:02:18.178311486Z [2026-09-18 12:02:18 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6258719, cuda graph: False, input throughput (token/s): 2110.91
2026-09-18T12:02:20.005973597Z [2026-09-18 12:02:20 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6254623, cuda graph: False, input throughput (token/s): 2241.22
2026-09-18T12:02:21.871755023Z [2026-09-18 12:02:21 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6250527, cuda graph: False, input throughput (token/s): 2195.91
2026-09-18T12:02:23.840087873Z [2026-09-18 12:02:23 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6246431, cuda graph: False, input throughput (token/s): 2080.67
2026-09-18T12:02:26.578479491Z [2026-09-18 12:02:26 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6242335, cuda graph: False, input throughput (token/s): 1495.87
2026-09-18T12:02:28.626857569Z [2026-09-18 12:02:28 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6238239, cuda graph: False, input throughput (token/s): 1999.09
2026-09-18T12:02:30.711697860Z [2026-09-18 12:02:30 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.22, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6234143, cuda graph: False, input throughput (token/s): 1964.62
2026-09-18T12:02:32.700808734Z [2026-09-18 12:02:32 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6230047, cuda graph: False, input throughput (token/s): 2058.88
2026-09-18T12:02:35.265803156Z [2026-09-18 12:02:35 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6225951, cuda graph: False, input throughput (token/s): 1596.88
2026-09-18T12:02:37.782927000Z [2026-09-18 12:02:37 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6221855, cuda graph: False, input throughput (token/s): 1627.40
2026-09-18T12:02:40.207311781Z [2026-09-18 12:02:40 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6217759, cuda graph: False, input throughput (token/s): 1689.55
2026-09-18T12:02:42.453831569Z [2026-09-18 12:02:42 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6213663, cuda graph: False, input throughput (token/s): 1822.97
2026-09-18T12:02:44.726460859Z [2026-09-18 12:02:44 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6209567, cuda graph: False, input throughput (token/s): 1802.77
2026-09-18T12:02:47.274522420Z [2026-09-18 12:02:47 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6205471, cuda graph: False, input throughput (token/s): 1607.31
2026-09-18T12:02:49.775051998Z [2026-09-18 12:02:49 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6201375, cuda graph: False, input throughput (token/s): 1638.30
2026-09-18T12:02:52.315286577Z [2026-09-18 12:02:52 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6197279, cuda graph: False, input throughput (token/s): 1612.13
2026-09-18T12:02:55.497684485Z [2026-09-18 12:02:55 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6193183, cuda graph: False, input throughput (token/s): 1287.18
2026-09-18T12:02:58.144891971Z [2026-09-18 12:02:58 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6189087, cuda graph: False, input throughput (token/s): 1547.64
2026-09-18T12:03:00.558967081Z [2026-09-18 12:03:00 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6184991, cuda graph: False, input throughput (token/s): 1696.29
2026-09-18T12:03:02.972634117Z [2026-09-18 12:03:02 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6180895, cuda graph: False, input throughput (token/s): 1696.94
2026-09-18T12:03:05.394367345Z [2026-09-18 12:03:05 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6176799, cuda graph: False, input throughput (token/s): 1691.91
2026-09-18T12:03:07.606078870Z [2026-09-18 12:03:07 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6172703, cuda graph: False, input throughput (token/s): 1851.61
2026-09-18T12:03:10.129565805Z [2026-09-18 12:03:10 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6168607, cuda graph: False, input throughput (token/s): 1622.92
2026-09-18T12:03:12.314898000Z [2026-09-18 12:03:12 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6164511, cuda graph: False, input throughput (token/s): 1874.71
2026-09-18T12:03:14.864236409Z [2026-09-18 12:03:14 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6160415, cuda graph: False, input throughput (token/s): 1606.77
2026-09-18T12:03:17.515708932Z [2026-09-18 12:03:17 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6156319, cuda graph: False, input throughput (token/s): 1544.46
2026-09-18T12:03:20.217182237Z [2026-09-18 12:03:20 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 13, #pending-token: 6152223, cuda graph: False, input throughput (token/s): 1516.45
2026-09-18T12:03:22.463591350Z [2026-09-18 12:03:22 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 12, #pending-token: 6148127, cuda graph: False, input throughput (token/s): 1823.06
2026-09-18T12:03:25.335076424Z [2026-09-18 12:03:25 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 12, #pending-token: 6144019, cuda graph: False, input throughput (token/s): 1426.31
2026-09-18T12:03:27.989460629Z [2026-09-18 12:03:27 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.23, swa token usage: 0.10, #running-req: 4, #queue-req: 12, #pending-token: 6139923, cuda graph: False, input throughput (token/s): 1543.29
2026-09-18T12:03:30.369617051Z [2026-09-18 12:03:30 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.24, swa token usage: 0.10, #running-req: 4, #queue-req: 12, #pending-token: 6135827, cuda graph: False, input throughput (token/s): 1720.98
2026-09-18T12:03:32.798200068Z [2026-09-18 12:03:32 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.24, swa token usage: 0.10, #running-req: 4, #queue-req: 12, #pending-token: 6131731, cuda graph: False, input throughput (token/s): 1686.71
2026-09-18T12:03:35.278767641Z [2026-09-18 12:03:35 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.24, swa token usage: 0.10, #running-req: 4, #queue-req: 12, #pending-token: 6127635, cuda graph: False, input throughput (token/s): 1650.78
2026-09-18T12:03:37.918127249Z [2026-09-18 12:03:37 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.24, swa token usage: 0.10, #running-req: 4, #queue-req: 12, #pending-token: 6123539, cuda graph: False, input throughput (token/s): 1552.11
2026-09-18T12:03:40.708419093Z [2026-09-18 12:03:40 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.24, swa token usage: 0.10, #running-req: 4, #queue-req: 12, #pending-token: 6119443, cuda graph: False, input throughput (token/s): 1467.93
2026-09-18T12:03:43.769002351Z [2026-09-18 12:03:43 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.24, swa token usage: 0.10, #running-req: 4, #queue-req: 12, #pending-token: 6115347, cuda graph: False, input throughput (token/s): 1338.35
2026-09-18T12:03:46.600469272Z [2026-09-18 12:03:46 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.24, swa token usage: 0.10, #running-req: 4, #queue-req: 12, #pending-token: 6111251, cuda graph: False, input throughput (token/s): 1446.77
2026-09-18T12:03:49.398964311Z [2026-09-18 12:03:49 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.24, swa token usage: 0.10, #running-req: 4, #queue-req: 12, #pending-token: 6107155, cuda graph: False, input throughput (token/s): 1463.38
2026-09-18T12:03:51.494733331Z [2026-09-18 12:03:51 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.24, swa token usage: 0.10, #running-req: 4, #queue-req: 12, #pending-token: 6103059, cuda graph: False, input throughput (token/s): 1954.98
2026-09-18T12:03:54.218548199Z [2026-09-18 12:03:54 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.24, swa token usage: 0.10, #running-req: 4, #queue-req: 12, #pending-token: 6098963, cuda graph: False, input throughput (token/s): 1503.39
2026-09-18T12:03:57.014190682Z [2026-09-18 12:03:57 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.24, swa token usage: 0.10, #running-req: 4, #queue-req: 12, #pending-token: 6094867, cuda graph: False, input throughput (token/s): 1465.53
2026-09-18T12:03:59.769523826Z [2026-09-18 12:03:59 TP0 EP0] Prefill batch, #new-seq: 1, #new-token: 4096, #cached-token: 0, full token usage: 0.24, swa token usage: 0.10, #running-req: 4, #queue-req: 12, #pending-token: 6090771, cuda graph: False, input throughput (token/s): 1486.23
